listing.address.neighborhood;listing.mountainview;listing.sauna;listing.pricingInfo.monthlyCondoFee;listing.address.level;listing.bathrooms;listing.displayAddressType;listing.preview;listing.totalAreas;listing.sportcourt;listing.unitTypes;listing.pricingInfo.rentalPrice;listing.hottub;listing.bedrooms;listing.pricingInfo.period;listing.fireplace;listing.guestpark;listing.soundproofing;listing.gym;listing.floors;listing.playground;listing.partyhall;listing.unitsOnTheFloor;listing.backyard;listing.usageTypes;listing.garden;listing.barbgrill;listing.acceptExchange;listing.usableAreas;listing.furnished;listing.pricingInfo.yearlyIptu;listing.unitFloor;listing.businessTypeContext;listing.tenniscourt;listing.parkingSpaces;listing.address.zone;type;listing.address.city;imvl_type;listing.suites;listing.bathtub;listing.pool
Engenho De Dentro;False;False;235.0;STREET;2;ALL;False;150.0;False;HOME;2.3;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;150;True;1.919;0;RENTAL;False;2.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Olaria;False;False;235.0;STREET;3;ALL;False;250.0;False;HOME;2.5;False;3;mês;False;False;False;False;1;False;False;0;True;RESIDENTIAL;False;False;False;200;False;1.3;0;RENTAL;False;1.0;Zona Norte;premium;Rio de Janeiro;casas;0;False;True
Méier;False;False;550.0;STREET;3;STREET;False;94.0;False;HOME;2.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;94;False;150.0;0;RENTAL;False;2.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Irajá;False;False;235.0;STREET;2;STREET;False;171.0;False;HOME;2.5;False;3;mês;False;False;False;False;0.0;False;False;0;False;RESIDENTIAL;True;False;False;171;False;588.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
São Cristóvão;False;False;235.0;STREET;1;ALL;False;70.0;False;HOME;1.3;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;70;False;0.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Vila Isabel;False;False;235.0;STREET;2;ALL;False;100.0;False;HOME;2.6;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;89;False;1.038;0;RENTAL;False;1.0;Zona Norte;rankingSuperPremium;Rio de Janeiro;casas;0;False;False
Freguesia;False;False;235.0;STREET;2;STREET;False;200.0;False;HOME;3.85;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;200;False;94.0;0;RENTAL;False;2.0;Bairros;normal;Rio de Janeiro;casas;1;False;False
Cosmos;False;False;235.0;STREET;1;NEIGHBORHOOD;False;150.0;False;HOME;2.0;False;3;mês;False;False;False;False;1;False;False;0;True;RESIDENTIAL;False;False;False;80;False;10.0;0;RENTAL;False;3.0;Zona Oeste;normal;Rio de Janeiro;casas;0;False;False
Campinho;False;False;40.0;STREET;3;STREET;False;300.0;False;HOME;2.21;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;300;False;0.0;0;RENTAL;False;2.0;Zona Norte;normal;Rio de Janeiro;casas;2;False;False
Padre Miguel;False;False;235.0;STREET;5;ALL;False;150.0;False;HOME;3.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;150;False;110.0;0;RENTAL;False;3.0;Zona Oeste;normal;Rio de Janeiro;casas;3;False;False
Campo Grande;False;False;235.0;STREET;3;STREET;False;280.0;False;HOME;3.65;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;280;False;0.0;0;RENTAL;False;3.0;Zona Oeste;premium;Rio de Janeiro;casas;1;False;True
Campo Grande;False;False;235.0;STREET;3;STREET;False;1.0;False;HOME;2.2;False;3;mês;False;False;False;False;1;False;False;0;True;RESIDENTIAL;False;True;False;140;False;0.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;0;False;False
Penha;False;False;235.0;STREET;2;ALL;False;144.0;False;HOME;1.2;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;144;False;54.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Méier;False;False;235.0;STREET;4;STREET;False;171.0;False;HOME;3.17;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;171;False;96.0;0;RENTAL;False;2.0;Zona Norte;premium;Rio de Janeiro;casas;1;False;False
Taquara;False;False;235.0;NEIGHBORHOOD;3;STREET;False;190.0;False;HOME;4.0;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;True;False;190;False;142.0;0;RENTAL;False;3.0;Zona Oeste;premium;Rio de Janeiro;casas;2;False;True
Campo Grande;False;False;1.0;STREET;2;STREET;False;320.0;False;HOME;2.3;False;3;mês;False;False;False;False;1.0;False;False;1;False;RESIDENTIAL;True;False;False;300;False;47.0;1;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;0;False;False
Jacarepaguá;False;False;235.0;STREET;2;STREET;False;104.0;False;HOME;1.53;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;104;False;0.0;0;RENTAL;False;3.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Vargem Grande;False;False;550.0;STREET;4;STREET;False;136.0;False;HOME;3.8;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;136;False;200.0;0;RENTAL;False;2.0;Zona Oeste;premium;Rio de Janeiro;casas;3;False;False
Engenho Novo;False;False;235.0;STREET;2;STREET;False;53.0;False;HOME;1.7;False;3;mês;False;False;False;False;1;False;False;0;True;RESIDENTIAL;False;True;False;53;False;82.0;0;RENTAL;False;4.0;Zona Norte;premium;Rio de Janeiro;casas;1;False;False
Rio Comprido;False;False;235.0;STREET;3;ALL;False;120.0;False;HOME;1.8;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;120;False;2.0;0;RENTAL;False;0.0;Zona Central;normal;Rio de Janeiro;casas;0;False;False
Paquetá;False;False;235.0;STREET;1;ALL;False;120.0;False;HOME;1.7;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;120;False;300.0;0;RENTAL;False;0.0;Zona Central;normal;Rio de Janeiro;casas;0;False;False
Rocha;False;False;235.0;STREET;4;STREET;False;138.0;False;HOME;2.0;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;138;False;175.0;0;RENTAL;False;1.0;Zona Norte;premium;Rio de Janeiro;casas;1;False;False
Taquara;False;False;300.0;STREET;5;STREET;False;320.0;False;HOME;4.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;True;False;320;False;100.0;0;RENTAL;False;2.0;Zona Oeste;premium;Rio de Janeiro;casas;3;False;False
Tanque;False;False;235.0;STREET;2;ALL;False;93.0;False;HOME;2.4;False;3;mês;False;False;False;False;0.0;False;False;0;False;RESIDENTIAL;False;False;False;93;False;0.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Quintino Bocaiúva;False;False;235.0;STREET;1;ALL;False;40.0;False;HOME;1.1;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;40;False;0.0;0;RENTAL;False;0.0;Zona Norte;premium;Rio de Janeiro;casas;0;False;False
Vargem Grande;False;False;235.0;STREET;3;STREET;False;200.0;False;HOME;3.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;200;True;0.0;0;RENTAL;False;1.0;Zona Oeste;premium;Rio de Janeiro;casas;3;False;False
Olaria;False;False;235.0;STREET;3;STREET;False;126.0;False;HOME;2.8;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;126;False;81.0;0;RENTAL;False;2.0;Zona Norte;premium;Rio de Janeiro;casas;0;False;False
Taquara;False;False;235.0;STREET;2;ALL;False;100.0;False;HOME;1.1;False;3;mês;False;False;False;False;0.0;False;False;0;False;RESIDENTIAL;False;False;False;100;False;0.0;0;RENTAL;False;0.0;Zona Oeste;premium;Rio de Janeiro;casas;1;False;False
Vila Isabel;False;False;235.0;STREET;2;ALL;False;100.0;False;HOME;2.6;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;89;False;1.038;0;RENTAL;False;1.0;Zona Norte;superPremium;Rio de Janeiro;casas;0;False;False
Taquara;False;False;180.0;STREET;4;ALL;False;110.0;False;HOME;2.8;False;3;mês;False;False;False;False;3.0;False;False;0;False;RESIDENTIAL;False;True;False;107;False;1.171;3;SALE;False;1.0;Zona Oeste;premium;Rio de Janeiro;casas;2;False;False
Freguesia- Jacarepaguá;True;False;235.0;STREET;3;ALL;False;250.0;False;HOME;3.0;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;250;False;310.0;0;RENTAL;False;2.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;235.0;STREET;4;ALL;False;278.0;False;HOME;2.8;False;3;mês;False;False;False;False;2.0;False;False;0;False;RESIDENTIAL;False;False;False;278;False;0.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Rocha Miranda;False;False;235.0;STREET;2;ALL;False;100.0;False;HOME;1.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;90;False;0.0;2;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Campo Grande;False;False;235.0;STREET;1;ALL;False;50.0;False;HOME;1.2;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;50;False;0.0;0;RENTAL;False;0.0;Zona Oeste;normal;Rio de Janeiro;casas;0;False;False
Anil;False;False;235.0;STREET;1;ALL;False;100.0;False;HOME;2.1;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;100;False;0.0;0;RENTAL;False;0.0;Zona Oeste;premium;Rio de Janeiro;casas;2;False;False
Campo Grande;False;False;250.0;STREET;3;STREET;False;130.0;False;HOME;2.7;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;True;False;130;False;32.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;2;False;False
Jardim Sulacap;False;False;235.0;STREET;5;STREET;False;200.0;False;HOME;4.0;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;200;True;334.0;0;RENTAL;False;4.0;Zona Oeste;premium;Rio de Janeiro;casas;1;False;False
Maracanã;False;False;235.0;STREET;1;STREET;False;110.0;False;HOME;3.0;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;110;False;134.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Penha;False;False;235.0;STREET;2;STREET;False;111.0;False;HOME;1.8;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;111;False;39.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Curicica;False;False;235.0;NEIGHBORHOOD;3;STREET;False;300.0;False;HOME;3.415;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;300;False;167.0;0;RENTAL;False;2.0;Zona Oeste;premium;Rio de Janeiro;casas;3;False;False
Méier;False;False;1.0;STREET;1;STREET;False;100.0;False;HOME;1.6;False;3;mês;False;False;False;False;2.0;False;False;2;False;RESIDENTIAL;False;False;False;100;False;100.0;1;RENTAL;False;0.0;Zona Norte;rankingSuperPremium;Rio de Janeiro;casas;0;False;False
São Cristóvão;False;False;235.0;STREET;2;STREET;False;100.0;False;HOME;1.863;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;100;False;125.0;0;RENTAL;False;0.0;Zona Norte;premium;Rio de Janeiro;casas;0;False;False
Freguesia;False;False;460.0;STREET;1;STREET;False;180.0;False;HOME;2.65;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;180;False;7.0;0;RENTAL;False;3.0;Bairros;normal;Rio de Janeiro;casas;0;False;False
Campo Grande;False;False;235.0;STREET;2;NEIGHBORHOOD;False;60.0;False;HOME;1.9;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;60;False;0.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Irajá;False;False;235.0;STREET;2;ALL;False;150.0;False;HOME;2.3;False;3;mês;False;False;False;False;1.0;False;False;3;False;RESIDENTIAL;False;False;False;150;False;0.0;1;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Recreio Dos Bandeirantes;False;False;235.0;STREET;3;STREET;False;110.0;False;HOME;3.0;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;110;True;0.0;0;RENTAL;False;1.0;Zona Oeste;premium;Rio de Janeiro;casas;2;False;False
Campo Grande;False;False;235.0;STREET;2;STREET;False;180.0;False;HOME;3.7;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;180;False;280.0;0;RENTAL;False;3.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Jardim Guanabara;False;False;235.0;STREET;1;NEIGHBORHOOD;False;321.0;False;HOME;3.9;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;321;False;528.0;0;RENTAL;False;3.0;Ilha do Governador;premium;Rio de Janeiro;casas;2;False;True
 Vila Valqueire;False;False;235.0;STREET;1;STREET;False;117.0;False;HOME;2.212;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;117;False;70.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Tauá;False;False;235.0;STREET;3;NEIGHBORHOOD;False;190.0;False;HOME;2.4;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;190;False;162.0;0;RENTAL;False;1.0;Ilha do Governador;normal;Rio de Janeiro;casas;1;False;False
Parada de Lucas;False;False;235.0;STREET;3;STREET;False;156.0;False;HOME;2.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;156;True;37.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Engenho Da Rainha;False;False;235.0;STREET;1;STREET;False;65.0;False;HOME;1.405;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;65;False;0.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Freguesia- Jacarepaguá;False;False;1.045;STREET;1;STREET;False;129.0;False;HOME;3.2;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;129;False;228.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;3;False;False
Praça Seca;False;False;50.0;STREET;3;ALL;False;240.0;False;HOME;2.2;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;240;False;200.0;0;SALE;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;235.0;STREET;2;STREET;False;100.0;False;HOME;1.61;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;True;False;100;False;41.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;0;False;False
Praça Seca;False;False;26.0;STREET;2;ALL;False;121.0;False;HOME;1.2;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;80;False;0.0;1;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;1;False;False
Madureira;False;False;350.0;STREET;2;STREET;False;85.0;False;HOME;1.9;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;80;False;65.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Piedade;False;False;235.0;STREET;1;STREET;False;100.0;False;HOME;1.236;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;100;False;187.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Campo Grande;False;False;235.0;STREET;1;ALL;False;90.0;False;HOME;1.2;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;90;False;0.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;0;False;False
Cascadura;False;False;235.0;STREET;2;STREET;False;276.0;False;HOME;2.3;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;276;False;105.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Vila da Penha;False;False;235.0;STREET;3;STREET;False;180.0;False;HOME;2.5;False;3;mês;False;False;False;False;0.0;False;False;0;False;RESIDENTIAL;False;False;False;180;False;2.405;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Pilares;False;False;235.0;STREET;1;ALL;False;145.0;False;HOME;1.2;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;95;False;28.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Engenho De Dentro;False;False;235.0;STREET;2;ALL;False;90.0;False;HOME;2.3;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;90;False;95.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Recreio Dos Bandeirantes;False;True;1.249;STREET;3;ALL;False;241.0;True;HOME;6.264;False;3;mês;False;False;False;False;1;False;True;0;False;RESIDENTIAL;False;False;False;137;False;4.0;0;RENTAL;False;2.0;Zona Oeste;premium;Rio de Janeiro;casas;3;False;False
 Vila Valqueire;False;False;380.0;STREET;2;ALL;False;90.0;False;HOME;4.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;True;False;False;90;False;0.0;2;RENTAL;False;0.0;Zona Norte;premium;Rio de Janeiro;casas;1;False;False
Penha;False;False;150.0;STREET;3;STREET;False;198.0;False;HOME;1.9;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;198;False;180.0;0;RENTAL;False;0.0;Zona Norte;premium;Rio de Janeiro;casas;2;False;False
Vila Isabel;False;False;235.0;STREET;4;STREET;False;240.0;False;HOME;2.94;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;240;False;17.0;0;RENTAL;False;4.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Campo Grande;False;False;235.0;STREET;1;NEIGHBORHOOD;False;70.0;False;HOME;1.0;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;70;False;10.0;0;RENTAL;False;1.0;Zona Oeste;premium;Rio de Janeiro;casas;0;False;False
Freguesia;False;False;275.0;STREET;3;ALL;False;120.0;False;HOME;3.2;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;True;False;120;False;200.0;0;RENTAL;False;2.0;Bairros;normal;Rio de Janeiro;casas;2;False;True
Ramos;False;False;235.0;STREET;2;STREET;False;120.0;False;HOME;1.74;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;120;False;125.0;0;RENTAL;False;0.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Cachambi;False;False;150.0;STREET;3;STREET;False;240.0;False;HOME;4.0;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;240;False;25.0;0;RENTAL;False;1.0;Zona Norte;premium;Rio de Janeiro;casas;0;False;False
Vargem Pequena;False;False;450.0;STREET;3;STREET;False;180.0;True;HOME;4.0;False;3;mês;False;False;False;False;1;True;False;0;False;RESIDENTIAL;False;True;False;130;True;0.0;0;RENTAL;False;1.0;Zona Oeste;normal;Rio de Janeiro;casas;2;False;False
Vila Isabel;False;False;235.0;STREET;2;ALL;False;100.0;False;HOME;2.6;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;89;False;1.038;0;RENTAL;False;1.0;Zona Norte;superPremium;Rio de Janeiro;casas;0;False;False
Irajá;False;False;235.0;STREET;1;STREET;False;183.0;False;HOME;3.0;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;True;False;183;False;74.0;0;RENTAL;False;3.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
Del Castilho;False;False;235.0;STREET;3;STREET;False;145.0;False;HOME;2.5;False;3;mês;False;False;False;False;2.0;False;False;0;False;RESIDENTIAL;False;False;False;145;False;0.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Irajá;False;False;235.0;STREET;1;ALL;False;272.0;False;HOME;2.75;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;True;False;272;False;0.0;0;RENTAL;False;2.0;Zona Norte;normal;Rio de Janeiro;casas;1;False;False
Padre Miguel;False;False;235.0;STREET;1;NEIGHBORHOOD;False;225.0;False;HOME;3.5;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;225;False;0.0;0;RENTAL;False;2.0;Zona Oeste;premium;Rio de Janeiro;casas;3;False;False
Oswaldo Cruz;False;False;235.0;STREET;1;STREET;False;100.0;False;HOME;2.43;False;3;mês;False;False;False;False;1;False;False;0;False;RESIDENTIAL;False;False;False;100;False;175.0;0;RENTAL;False;1.0;Zona Norte;normal;Rio de Janeiro;casas;0;False;False
